"Source","MergedBGC","SS_NoSpace","Edatopic","Special","Codes"
"BECv10","MSmw1","MSmw1/01","A3","",""
"BECv10","MSmw1","MSmw1/01","A4","",""
"BECv10","MSmw1","MSmw1/02","A0","",""
"BECv10","MSmw1","MSmw1/02","B0","",""
"BECv10","MSmw1","MSmw1/02","C0","",""
"BECv10","MSmw1","MSmw1/02","D0","",""
"BECv10","MSmw1","MSmw1/02","A1","",""
"BECv10","MSmw1","MSmw1/02","B1","",""
"BECv10","MSmw1","MSmw1/02","C1","",""
"BECv10","MSmw1","MSmw1/02","D1","",""
"BECv10","MSmw1","MSmw1/03","A2","",""
"BECv10","MSmw1","MSmw1/03","B2","",""
"BECv10","MSmw1","MSmw1/03","C2","",""
"BECv10","MSmw1","MSmw1/03","D2","",""
"BECv10","MSmw1","MSmw1/03","A3","",""
"BECv10","MSmw1","MSmw1/03","B3","",""
"BECv10","MSmw1","MSmw1/03","C3","",""
"BECv10","MSmw1","MSmw1/03","D3","",""
"BECv10","MSmw1","MSmw1/03","A1","",""
"BECv10","MSmw1","MSmw1/03","B1","",""
"BECv10","MSmw1","MSmw1/03","C1","",""
"BECv10","MSmw1","MSmw1/03","D1","",""
"BECv10","MSmw1","MSmw1/04","A2","",""
"BECv10","MSmw1","MSmw1/04","B2","",""
"BECv10","MSmw1","MSmw1/04","C2","",""
"BECv10","MSmw1","MSmw1/04","A3","",""
"BECv10","MSmw1","MSmw1/04","B3","",""
"BECv10","MSmw1","MSmw1/04","C3","",""
"BECv10","MSmw1","MSmw1/04","A4","",""
"BECv10","MSmw1","MSmw1/04","B4","",""
"BECv10","MSmw1","MSmw1/04","C4","",""
"BECv10","MSmw1","MSmw1/05","A4","",""
"BECv10","MSmw1","MSmw1/05","B4","",""
"BECv10","MSmw1","MSmw1/05","C4","",""
"BECv10","MSmw1","MSmw1/05","A5","",""
"BECv10","MSmw1","MSmw1/05","B5","",""
"BECv10","MSmw1","MSmw1/05","C5","",""
"BECv10","MSmw1","MSmw1/06","C4","",""
"BECv10","MSmw1","MSmw1/06","D4","",""
"BECv10","MSmw1","MSmw1/06","E4","",""
"BECv10","MSmw1","MSmw1/06","C5","",""
"BECv10","MSmw1","MSmw1/06","D5","",""
"BECv10","MSmw1","MSmw1/06","E5","",""
"BECv10","MSmw1","MSmw1/06","C6","",""
"BECv10","MSmw1","MSmw1/06","D6","",""
"BECv10","MSmw1","MSmw1/06","E6","",""
"BECv10","MSmw1","MSmw1/07","D5","",""
"BECv10","MSmw1","MSmw1/07","E5","",""
"BECv11","IDFxk","IDFxk/101","C4","",""
"BECv11","IDFxk","IDFxk/101","D4","",""
"BECv11","IDFxk","IDFxk/102","B1","",""
"BECv11","IDFxk","IDFxk/102","C1","",""
"BECv11","IDFxk","IDFxk/102","D1","",""
"BECv11","IDFxk","IDFxk/102","B2","",""
"BECv11","IDFxk","IDFxk/102","C2","",""
"BECv11","IDFxk","IDFxk/102","D2","",""
"BECv11","IDFxk","IDFxk/103","B3","",""
"BECv11","IDFxk","IDFxk/103","C3","",""
"BECv11","IDFxk","IDFxk/103","D3","",""
"BECv11","IDFxk","IDFxk/103","D2","",""
"BECv11","IDFxk","IDFxk/110","C4","",""
"BECv11","IDFxk","IDFxk/110","D4","",""
"BECv11","IDFxk","IDFxk/111","C5","",""
"BECv11","IDFxk","IDFxk/111","D5","",""
"BECv11","IDFxk","IDFxk/112","C6","",""
"BECv11","IDFxk","IDFxk/112","D6","",""
"BECv11","IDFxk","IDFxk/112","E6","",""
"BECv11","IDFxk","IDFxk/112","D5","",""
"BECv11","IDFxk","IDFxk/112","E5","",""
"BECv11","IDFxk","IDFxk/113","D6","",""
"BECv11","IDFxk","IDFxk/113","E6","",""
"BECv11","IDFxk","IDFxk/113","D7","",""
"BECv11","IDFxk","IDFxk/113","E7","",""
"ABv1","AB_ALP","AB_ALP/00","A0","",""
"ABv1","AB_ALP","AB_ALP/00","A1","",""
"ABv1","AB_ALP","AB_ALP/00","A2","",""
"ABv1","AB_ALP","AB_ALP/00","A3","",""
"ABv1","AB_ALP","AB_ALP/00","A4","",""
"ABv1","AB_ALP","AB_ALP/00","A5","",""
"ABv1","AB_ALP","AB_ALP/00","A6","",""
"ABv1","AB_ALP","AB_ALP/00","A7","",""
"ABv1","AB_ALP","AB_ALP/00","B0","",""
"ABv1","AB_ALP","AB_ALP/00","B1","",""
"ABv1","AB_ALP","AB_ALP/00","B2","",""
"ABv1","AB_ALP","AB_ALP/00","B3","",""
"ABv1","AB_ALP","AB_ALP/00","B4","",""
"ABv1","AB_ALP","AB_ALP/00","B5","",""
"ABv1","AB_ALP","AB_ALP/00","B6","",""
"ABv1","AB_ALP","AB_ALP/00","B7","",""
"ABv1","AB_ALP","AB_ALP/00","C0","",""
"ABv1","AB_ALP","AB_ALP/00","C1","",""
"ABv1","AB_ALP","AB_ALP/00","C2","",""
"ABv1","AB_ALP","AB_ALP/00","C3","",""
"ABv1","AB_ALP","AB_ALP/00","C4","",""
"ABv1","AB_ALP","AB_ALP/00","C5","",""
"ABv1","AB_ALP","AB_ALP/00","C6","",""
"ABv1","AB_ALP","AB_ALP/00","C7","",""
"ABv1","AB_ALP","AB_ALP/00","D0","",""
"ABv1","AB_ALP","AB_ALP/00","D1","",""
"ABv1","AB_ALP","AB_ALP/00","D2","",""
"ABv1","AB_ALP","AB_ALP/00","D3","",""
"ABv1","AB_ALP","AB_ALP/00","D4","",""
"ABv1","AB_ALP","AB_ALP/00","D5","",""
"ABv1","AB_ALP","AB_ALP/00","D6","",""
"ABv1","AB_ALP","AB_ALP/00","D7","",""
"ABv1","AB_ALP","AB_ALP/00","E0","",""
"ABv1","AB_ALP","AB_ALP/00","E1","",""
"ABv1","AB_ALP","AB_ALP/00","E2","",""
"ABv1","AB_ALP","AB_ALP/00","E3","",""
"ABv1","AB_ALP","AB_ALP/00","E4","",""
"ABv1","AB_ALP","AB_ALP/00","E5","",""
"ABv1","AB_ALP","AB_ALP/00","E6","",""
"ABv1","AB_ALP","AB_ALP/00","E7","",""
"ABv1","AB_AP","AB_AP/a","A1","",""
"ABv1","AB_AP","AB_AP/a","B1","",""
"ABv1","AB_AP","AB_AP/a","A2","",""
"ABv1","AB_AP","AB_AP/a","B2","",""
"ABv1","AB_AP","AB_AP/a","A3","",""
"ABv1","AB_AP","AB_AP/a","B3","",""
"ABv1","AB_AP","AB_AP/a","C2","",""
"ABv1","AB_AP","AB_AP/b","B3","",""
"ABv1","AB_AP","AB_AP/b","C3","",""
"ABv1","AB_AP","AB_AP/b","D3","",""
"ABv1","AB_AP","AB_AP/b","B4","",""
"ABv1","AB_AP","AB_AP/b","C4","",""
"ABv1","AB_AP","AB_AP/b","D4","",""
"ABv1","AB_AP","AB_AP/b","C5","",""
"ABv1","AB_AP","AB_AP/b","D5","",""
"ABv1","AB_AP","AB_AP/c","A4","",""
"ABv1","AB_AP","AB_AP/c","B4","",""
"ABv1","AB_AP","AB_AP/c","C4","",""
"ABv1","AB_AP","AB_AP/c","A5","",""
"ABv1","AB_AP","AB_AP/c","B5","",""
"ABv1","AB_AP","AB_AP/c","C5","",""
"ABv1","AB_AP","AB_AP/c","B3","",""
"ABv1","AB_AP","AB_AP/d","A5","",""
"ABv1","AB_AP","AB_AP/d","B5","",""
"ABv1","AB_AP","AB_AP/d","C5","",""
"ABv1","AB_AP","AB_AP/d","A6","",""
"ABv1","AB_AP","AB_AP/d","B6","",""
"ABv1","AB_AP","AB_AP/d","C6","",""
"ABv1","AB_AP","AB_AP/e","C5","",""
"ABv1","AB_AP","AB_AP/e","D5","",""
"ABv1","AB_AP","AB_AP/e","E5","",""
"ABv1","AB_AP","AB_AP/e","C6","",""
"ABv1","AB_AP","AB_AP/e","D6","",""
"ABv1","AB_AP","AB_AP/e","E6","",""
"ABv1","AB_AP","AB_AP/f","A6","",""
"ABv1","AB_AP","AB_AP/f","B6","",""
"ABv1","AB_AP","AB_AP/f","A7","",""
"ABv1","AB_AP","AB_AP/f","B7","",""
"ABv1","AB_AP","AB_AP/g","B6","",""
"ABv1","AB_AP","AB_AP/g","C6","",""
"ABv1","AB_AP","AB_AP/g","B7","",""
"ABv1","AB_AP","AB_AP/g","C7","",""
"ABv1","AB_AP","AB_AP/h","D6","",""
"ABv1","AB_AP","AB_AP/h","E6","",""
"ABv1","AB_AP","AB_AP/h","C7","",""
"ABv1","AB_AP","AB_AP/h","D7","",""
"ABv1","AB_AP","AB_AP/h","E7","",""
"ABv1","AB_BSR","AB_BSR/a","B1","",""
"ABv1","AB_BSR","AB_BSR/a","B2","",""
"ABv1","AB_BSR","AB_BSR/a","B3","",""
"ABv1","AB_BSR","AB_BSR/a","A2","",""
"ABv1","AB_BSR","AB_BSR/a","C2","",""
"ABv1","AB_BSR","AB_BSR/b","C3","",""
"ABv1","AB_BSR","AB_BSR/b","D3","",""
"ABv1","AB_BSR","AB_BSR/b","C4","",""
"ABv1","AB_BSR","AB_BSR/b","D4","",""
"ABv1","AB_BSR","AB_BSR/b","C5","",""
"ABv1","AB_BSR","AB_BSR/b","D5","",""
"ABv1","AB_BSR","AB_BSR/c","B3","",""
"ABv1","AB_BSR","AB_BSR/c","A4","",""
"ABv1","AB_BSR","AB_BSR/c","B4","",""
"ABv1","AB_BSR","AB_BSR/c","C4","",""
"ABv1","AB_BSR","AB_BSR/c","B5","",""
"ABv1","AB_BSR","AB_BSR/c","C5","",""
"ABv1","AB_BSR","AB_BSR/d","C5","",""
"ABv1","AB_BSR","AB_BSR/d","D5","",""
"ABv1","AB_BSR","AB_BSR/d","E5","",""
"ABv1","AB_BSR","AB_BSR/d","C6","",""
"ABv1","AB_BSR","AB_BSR/d","D6","",""
"ABv1","AB_BSR","AB_BSR/d","E6","",""
"ABv1","AB_BSR","AB_BSR/e","A5","",""
"ABv1","AB_BSR","AB_BSR/e","B5","",""
"ABv1","AB_BSR","AB_BSR/e","C5","",""
"ABv1","AB_BSR","AB_BSR/e","A6","",""
"ABv1","AB_BSR","AB_BSR/e","B6","",""
"ABv1","AB_BSR","AB_BSR/e","C6","",""
"ABv1","AB_BSR","AB_BSR/e","B7","",""
"ABv1","AB_BSR","AB_BSR/f","A6","",""
"ABv1","AB_BSR","AB_BSR/f","B6","",""
"ABv1","AB_BSR","AB_BSR/f","A7","",""
"ABv1","AB_BSR","AB_BSR/f","B7","",""
"ABv1","AB_BSR","AB_BSR/g","B6","",""
"ABv1","AB_BSR","AB_BSR/g","C6","",""
"ABv1","AB_BSR","AB_BSR/g","B7","",""
"ABv1","AB_BSR","AB_BSR/g","C7","",""
"ABv1","AB_BSR","AB_BSR/h","D6","",""
"ABv1","AB_BSR","AB_BSR/h","E6","",""
"ABv1","AB_BSR","AB_BSR/h","C7","",""
"ABv1","AB_BSR","AB_BSR/h","D7","",""
"ABv1","AB_BSR","AB_BSR/h","E7","",""
"ABv1","AB_CM","AB_CM/a","A1","",""
"ABv1","AB_CM","AB_CM/a","B1","",""
"ABv1","AB_CM","AB_CM/a","A2","",""
"ABv1","AB_CM","AB_CM/a","B2","",""
"ABv1","AB_CM","AB_CM/b","B2","",""
"ABv1","AB_CM","AB_CM/b","C2","",""
"ABv1","AB_CM","AB_CM/b","B3","",""
"ABv1","AB_CM","AB_CM/b","C3","",""
"ABv1","AB_CM","AB_CM/c","A3","",""
"ABv1","AB_CM","AB_CM/c","B3","",""
"ABv1","AB_CM","AB_CM/c","A4","",""
"ABv1","AB_CM","AB_CM/c","B4","",""
"ABv1","AB_CM","AB_CM/c","B5","",""
"ABv1","AB_CM","AB_CM/d","C3","",""
"ABv1","AB_CM","AB_CM/d","B4","",""
"ABv1","AB_CM","AB_CM/d","C4","",""
"ABv1","AB_CM","AB_CM/d","D4","",""
"ABv1","AB_CM","AB_CM/d","C5","",""
"ABv1","AB_CM","AB_CM/e","D4","",""
"ABv1","AB_CM","AB_CM/e","C5","",""
"ABv1","AB_CM","AB_CM/e","D5","",""
"ABv1","AB_CM","AB_CM/e","D6","",""
"ABv1","AB_CM","AB_CM/f","D5","",""
"ABv1","AB_CM","AB_CM/f","E5","",""
"ABv1","AB_CM","AB_CM/f","D6","",""
"ABv1","AB_CM","AB_CM/f","E6","",""
"ABv1","AB_CM","AB_CM/g","A5","",""
"ABv1","AB_CM","AB_CM/g","B5","",""
"ABv1","AB_CM","AB_CM/g","C5","",""
"ABv1","AB_CM","AB_CM/g","A6","",""
"ABv1","AB_CM","AB_CM/g","B6","",""
"ABv1","AB_CM","AB_CM/g","C6","",""
"ABv1","AB_CM","AB_CM/h","C5","",""
"ABv1","AB_CM","AB_CM/h","D5","",""
"ABv1","AB_CM","AB_CM/h","C6","",""
"ABv1","AB_CM","AB_CM/h","D6","",""
"ABv1","AB_CM","AB_CM/i","A6","",""
"ABv1","AB_CM","AB_CM/i","B6","",""
"ABv1","AB_CM","AB_CM/i","A7","",""
"ABv1","AB_CM","AB_CM/i","B7","",""
"ABv1","AB_CM","AB_CM/j","B6","",""
"ABv1","AB_CM","AB_CM/j","C6","",""
"ABv1","AB_CM","AB_CM/j","B7","",""
"ABv1","AB_CM","AB_CM/j","C7","",""
"ABv1","AB_CM","AB_CM/k","D6","",""
"ABv1","AB_CM","AB_CM/k","C7","",""
"ABv1","AB_CM","AB_CM/k","D7","",""
"ABv1","AB_CM","AB_CM/k","E7","",""
"ABv1","AB_CM","AB_CM/l","D7","",""
"ABv1","AB_CM","AB_CM/l","E7","",""
"ABv1","AB_CP","AB_CP/a","B1","",""
"ABv1","AB_CP","AB_CP/b","B2","",""
"ABv1","AB_CP","AB_CP/b","B3","",""
"ABv1","AB_CP","AB_CP/c","C2","",""
"ABv1","AB_CP","AB_CP/c","B2","",""
"ABv1","AB_CP","AB_CP/c","B3","",""
"ABv1","AB_CP","AB_CP/c","C3","",""
"ABv1","AB_CP","AB_CP/d","C3","",""
"ABv1","AB_CP","AB_CP/d","B3","",""
"ABv1","AB_CP","AB_CP/e","A4","",""
"ABv1","AB_CP","AB_CP/e","B4","",""
"ABv1","AB_CP","AB_CP/f","B4","",""
"ABv1","AB_CP","AB_CP/f","C4","",""
"ABv1","AB_CP","AB_CP/g","D3","",""
"ABv1","AB_CP","AB_CP/g","D4","",""
"ABv1","AB_CP","AB_CP/g","C4","",""
"ABv1","AB_CP","AB_CP/h","A5","",""
"ABv1","AB_CP","AB_CP/h","B5","",""
"ABv1","AB_CP","AB_CP/i","C5","",""
"ABv1","AB_CP","AB_CP/i","D5","",""
"ABv1","AB_CP","AB_CP/i","E5","",""
"ABv1","AB_CP","AB_CP/j","C5","",""
"ABv1","AB_CP","AB_CP/j","B5","",""
"ABv1","AB_CP","AB_CP/k","E5","",""
"ABv1","AB_CP","AB_CP/k","E6","",""
"ABv1","AB_CP","AB_CP/k","D6","",""
"ABv1","AB_CP","AB_CP/l","A6","",""
"ABv1","AB_CP","AB_CP/l","B6","",""
"ABv1","AB_CP","AB_CP/l","C6","",""
"ABv1","AB_CP","AB_CP/m","B7","",""
"ABv1","AB_CP","AB_CP/m","C7","",""
"ABv1","AB_CP","AB_CP/m","D7","",""
"ABv1","AB_CP","AB_CP/n","B7","",""
"ABv1","AB_CP","AB_CP/n","C7","",""
"ABv1","AB_CP","AB_CP/n","D7","",""
"ABv1","AB_DMG","AB_DMG/00","A0","",""
"ABv1","AB_DMG","AB_DMG/00","A1","",""
"ABv1","AB_DMG","AB_DMG/00","A2","",""
"ABv1","AB_DMG","AB_DMG/00","A3","",""
"ABv1","AB_DMG","AB_DMG/00","A4","",""
"ABv1","AB_DMG","AB_DMG/00","A5","",""
"ABv1","AB_DMG","AB_DMG/00","A6","",""
"ABv1","AB_DMG","AB_DMG/00","A7","",""
"ABv1","AB_DMG","AB_DMG/00","B0","",""
"ABv1","AB_DMG","AB_DMG/00","B1","",""
"ABv1","AB_DMG","AB_DMG/00","B2","",""
"ABv1","AB_DMG","AB_DMG/00","B3","",""
"ABv1","AB_DMG","AB_DMG/00","B4","",""
"ABv1","AB_DMG","AB_DMG/00","B5","",""
"ABv1","AB_DMG","AB_DMG/00","B6","",""
"ABv1","AB_DMG","AB_DMG/00","B7","",""
"ABv1","AB_DMG","AB_DMG/00","C0","",""
"ABv1","AB_DMG","AB_DMG/00","C1","",""
"ABv1","AB_DMG","AB_DMG/00","C2","",""
"ABv1","AB_DMG","AB_DMG/00","C3","",""
"ABv1","AB_DMG","AB_DMG/00","C4","",""
"ABv1","AB_DMG","AB_DMG/00","C5","",""
"ABv1","AB_DMG","AB_DMG/00","C6","",""
"ABv1","AB_DMG","AB_DMG/00","C7","",""
"ABv1","AB_DMG","AB_DMG/00","D0","",""
"ABv1","AB_DMG","AB_DMG/00","D1","",""
"ABv1","AB_DMG","AB_DMG/00","D2","",""
"ABv1","AB_DMG","AB_DMG/00","D3","",""
"ABv1","AB_DMG","AB_DMG/00","D4","",""
"ABv1","AB_DMG","AB_DMG/00","D5","",""
"ABv1","AB_DMG","AB_DMG/00","D6","",""
"ABv1","AB_DMG","AB_DMG/00","D7","",""
"ABv1","AB_DMG","AB_DMG/00","E0","",""
"ABv1","AB_DMG","AB_DMG/00","E1","",""
"ABv1","AB_DMG","AB_DMG/00","E2","",""
"ABv1","AB_DMG","AB_DMG/00","E3","",""
"ABv1","AB_DMG","AB_DMG/00","E4","",""
"ABv1","AB_DMG","AB_DMG/00","E5","",""
"ABv1","AB_DMG","AB_DMG/00","E6","",""
"ABv1","AB_DMG","AB_DMG/00","E7","",""
"ABv1","AB_DMW","AB_DMW/a","A1","",""
"ABv1","AB_DMW","AB_DMW/a","B1","",""
"ABv1","AB_DMW","AB_DMW/a","A2","",""
"ABv1","AB_DMW","AB_DMW/a","B2","",""
"ABv1","AB_DMW","AB_DMW/b","B2","",""
"ABv1","AB_DMW","AB_DMW/b","C2","",""
"ABv1","AB_DMW","AB_DMW/b","B3","",""
"ABv1","AB_DMW","AB_DMW/b","C3","",""
"ABv1","AB_DMW","AB_DMW/c","A3","",""
"ABv1","AB_DMW","AB_DMW/c","B3","",""
"ABv1","AB_DMW","AB_DMW/c","A4","",""
"ABv1","AB_DMW","AB_DMW/c","B4","",""
"ABv1","AB_DMW","AB_DMW/c","B5","",""
"ABv1","AB_DMW","AB_DMW/d","C3","",""
"ABv1","AB_DMW","AB_DMW/d","B4","",""
"ABv1","AB_DMW","AB_DMW/d","C4","",""
"ABv1","AB_DMW","AB_DMW/d","D4","",""
"ABv1","AB_DMW","AB_DMW/d","C5","",""
"ABv1","AB_DMW","AB_DMW/e","D4","",""
"ABv1","AB_DMW","AB_DMW/e","C5","",""
"ABv1","AB_DMW","AB_DMW/e","D5","",""
"ABv1","AB_DMW","AB_DMW/f","D5","",""
"ABv1","AB_DMW","AB_DMW/f","E5","",""
"ABv1","AB_DMW","AB_DMW/f","D6","",""
"ABv1","AB_DMW","AB_DMW/f","E6","",""
"ABv1","AB_DMW","AB_DMW/g","A5","",""
"ABv1","AB_DMW","AB_DMW/g","B5","",""
"ABv1","AB_DMW","AB_DMW/g","C5","",""
"ABv1","AB_DMW","AB_DMW/g","A6","",""
"ABv1","AB_DMW","AB_DMW/g","B6","",""
"ABv1","AB_DMW","AB_DMW/g","C6","",""
"ABv1","AB_DMW","AB_DMW/h","C5","",""
"ABv1","AB_DMW","AB_DMW/h","D5","",""
"ABv1","AB_DMW","AB_DMW/h","C6","",""
"ABv1","AB_DMW","AB_DMW/h","D6","",""
"ABv1","AB_DMW","AB_DMW/i","A6","",""
"ABv1","AB_DMW","AB_DMW/i","B6","",""
"ABv1","AB_DMW","AB_DMW/i","A7","",""
"ABv1","AB_DMW","AB_DMW/i","B7","",""
"ABv1","AB_DMW","AB_DMW/j","B6","",""
"ABv1","AB_DMW","AB_DMW/j","C6","",""
"ABv1","AB_DMW","AB_DMW/j","B7","",""
"ABv1","AB_DMW","AB_DMW/j","C7","",""
"ABv1","AB_DMW","AB_DMW/k","D6","",""
"ABv1","AB_DMW","AB_DMW/k","C7","",""
"ABv1","AB_DMW","AB_DMW/k","D7","",""
"ABv1","AB_DMW","AB_DMW/k","E7","",""
"ABv1","AB_DMW","AB_DMW/l","D7","",""
"ABv1","AB_DMW","AB_DMW/l","E7","",""
"ABv1","AB_FF","AB_FF/00","A0","",""
"ABv1","AB_FF","AB_FF/00","A1","",""
"ABv1","AB_FF","AB_FF/00","A2","",""
"ABv1","AB_FF","AB_FF/00","A3","",""
"ABv1","AB_FF","AB_FF/00","A4","",""
"ABv1","AB_FF","AB_FF/00","A5","",""
"ABv1","AB_FF","AB_FF/00","A6","",""
"ABv1","AB_FF","AB_FF/00","A7","",""
"ABv1","AB_FF","AB_FF/00","B0","",""
"ABv1","AB_FF","AB_FF/00","B1","",""
"ABv1","AB_FF","AB_FF/00","B2","",""
"ABv1","AB_FF","AB_FF/00","B3","",""
"ABv1","AB_FF","AB_FF/00","B4","",""
"ABv1","AB_FF","AB_FF/00","B5","",""
"ABv1","AB_FF","AB_FF/00","B6","",""
"ABv1","AB_FF","AB_FF/00","B7","",""
"ABv1","AB_FF","AB_FF/00","C0","",""
"ABv1","AB_FF","AB_FF/00","C1","",""
"ABv1","AB_FF","AB_FF/00","C2","",""
"ABv1","AB_FF","AB_FF/00","C3","",""
"ABv1","AB_FF","AB_FF/00","C4","",""
"ABv1","AB_FF","AB_FF/00","C5","",""
"ABv1","AB_FF","AB_FF/00","C6","",""
"ABv1","AB_FF","AB_FF/00","C7","",""
"ABv1","AB_FF","AB_FF/00","D0","",""
"ABv1","AB_FF","AB_FF/00","D1","",""
"ABv1","AB_FF","AB_FF/00","D2","",""
"ABv1","AB_FF","AB_FF/00","D3","",""
"ABv1","AB_FF","AB_FF/00","D4","",""
"ABv1","AB_FF","AB_FF/00","D5","",""
"ABv1","AB_FF","AB_FF/00","D6","",""
"ABv1","AB_FF","AB_FF/00","D7","",""
"ABv1","AB_FF","AB_FF/00","E0","",""
"ABv1","AB_FF","AB_FF/00","E1","",""
"ABv1","AB_FF","AB_FF/00","E2","",""
"ABv1","AB_FF","AB_FF/00","E3","",""
"ABv1","AB_FF","AB_FF/00","E4","",""
"ABv1","AB_FF","AB_FF/00","E5","",""
"ABv1","AB_FF","AB_FF/00","E6","",""
"ABv1","AB_FF","AB_FF/00","E7","",""
"ABv1","AB_FP","AB_FP/00","A0","",""
"ABv1","AB_FP","AB_FP/00","A1","",""
"ABv1","AB_FP","AB_FP/00","A2","",""
"ABv1","AB_FP","AB_FP/00","A3","",""
"ABv1","AB_FP","AB_FP/00","A4","",""
"ABv1","AB_FP","AB_FP/00","A5","",""
"ABv1","AB_FP","AB_FP/00","A6","",""
"ABv1","AB_FP","AB_FP/00","A7","",""
"ABv1","AB_FP","AB_FP/00","B0","",""
"ABv1","AB_FP","AB_FP/00","B1","",""
"ABv1","AB_FP","AB_FP/00","B2","",""
"ABv1","AB_FP","AB_FP/00","B3","",""
"ABv1","AB_FP","AB_FP/00","B4","",""
"ABv1","AB_FP","AB_FP/00","B5","",""
"ABv1","AB_FP","AB_FP/00","B6","",""
"ABv1","AB_FP","AB_FP/00","B7","",""
"ABv1","AB_FP","AB_FP/00","C0","",""
"ABv1","AB_FP","AB_FP/00","C1","",""
"ABv1","AB_FP","AB_FP/00","C2","",""
"ABv1","AB_FP","AB_FP/00","C3","",""
"ABv1","AB_FP","AB_FP/00","C4","",""
"ABv1","AB_FP","AB_FP/00","C5","",""
"ABv1","AB_FP","AB_FP/00","C6","",""
"ABv1","AB_FP","AB_FP/00","C7","",""
"ABv1","AB_FP","AB_FP/00","D0","",""
"ABv1","AB_FP","AB_FP/00","D1","",""
"ABv1","AB_FP","AB_FP/00","D2","",""
"ABv1","AB_FP","AB_FP/00","D3","",""
"ABv1","AB_FP","AB_FP/00","D4","",""
"ABv1","AB_FP","AB_FP/00","D5","",""
"ABv1","AB_FP","AB_FP/00","D6","",""
"ABv1","AB_FP","AB_FP/00","D7","",""
"ABv1","AB_FP","AB_FP/00","E0","",""
"ABv1","AB_FP","AB_FP/00","E1","",""
"ABv1","AB_FP","AB_FP/00","E2","",""
"ABv1","AB_FP","AB_FP/00","E3","",""
"ABv1","AB_FP","AB_FP/00","E4","",""
"ABv1","AB_FP","AB_FP/00","E5","",""
"ABv1","AB_FP","AB_FP/00","E6","",""
"ABv1","AB_FP","AB_FP/00","E7","",""
"ABv1","AB_KU","AB_KU/a","A1","",""
"ABv1","AB_KU","AB_KU/a","B1","",""
"ABv1","AB_KU","AB_KU/a","A2","",""
"ABv1","AB_KU","AB_KU/a","B2","",""
"ABv1","AB_KU","AB_KU/a","A3","",""
"ABv1","AB_KU","AB_KU/a","B3","",""
"ABv1","AB_KU","AB_KU/b","B3","",""
"ABv1","AB_KU","AB_KU/b","C3","",""
"ABv1","AB_KU","AB_KU/b","D3","",""
"ABv1","AB_KU","AB_KU/b","B4","",""
"ABv1","AB_KU","AB_KU/b","C4","",""
"ABv1","AB_KU","AB_KU/b","D4","",""
"ABv1","AB_KU","AB_KU/b","C5","",""
"ABv1","AB_KU","AB_KU/b","D5","",""
"ABv1","AB_KU","AB_KU/c","A4","",""
"ABv1","AB_KU","AB_KU/c","B4","",""
"ABv1","AB_KU","AB_KU/c","C4","",""
"ABv1","AB_KU","AB_KU/c","A5","",""
"ABv1","AB_KU","AB_KU/c","B5","",""
"ABv1","AB_KU","AB_KU/c","C5","",""
"ABv1","AB_KU","AB_KU/d","A5","",""
"ABv1","AB_KU","AB_KU/d","B5","",""
"ABv1","AB_KU","AB_KU/d","C5","",""
"ABv1","AB_KU","AB_KU/d","A6","",""
"ABv1","AB_KU","AB_KU/d","B6","",""
"ABv1","AB_KU","AB_KU/d","C6","",""
"ABv1","AB_KU","AB_KU/e","C5","",""
"ABv1","AB_KU","AB_KU/e","D5","",""
"ABv1","AB_KU","AB_KU/e","E5","",""
"ABv1","AB_KU","AB_KU/e","C6","",""
"ABv1","AB_KU","AB_KU/e","D6","",""
"ABv1","AB_KU","AB_KU/e","E6","",""
"ABv1","AB_KU","AB_KU/f","A6","",""
"ABv1","AB_KU","AB_KU/f","B6","",""
"ABv1","AB_KU","AB_KU/f","A7","",""
"ABv1","AB_KU","AB_KU/f","B7","",""
"ABv1","AB_KU","AB_KU/g","B6","",""
"ABv1","AB_KU","AB_KU/g","C6","",""
"ABv1","AB_KU","AB_KU/g","B7","",""
"ABv1","AB_KU","AB_KU/g","C7","",""
"ABv1","AB_KU","AB_KU/g","D7","",""
"ABv1","AB_KU","AB_KU/h","D6","",""
"ABv1","AB_KU","AB_KU/h","E6","",""
"ABv1","AB_KU","AB_KU/h","D7","",""
"ABv1","AB_KU","AB_KU/h","E7","",""
"ABv1","AB_LBH","AB_LBH/a","B1","",""
"ABv1","AB_LBH","AB_LBH/a","A2","",""
"ABv1","AB_LBH","AB_LBH/a","B2","",""
"ABv1","AB_LBH","AB_LBH/a","C2","",""
"ABv1","AB_LBH","AB_LBH/a","B3","",""
"ABv1","AB_LBH","AB_LBH/b","C2","",""
"ABv1","AB_LBH","AB_LBH/b","B3","",""
"ABv1","AB_LBH","AB_LBH/b","C3","",""
"ABv1","AB_LBH","AB_LBH/b","C4","",""
"ABv1","AB_LBH","AB_LBH/c","B3","",""
"ABv1","AB_LBH","AB_LBH/c","C3","",""
"ABv1","AB_LBH","AB_LBH/c","A4","",""
"ABv1","AB_LBH","AB_LBH/c","B4","",""
"ABv1","AB_LBH","AB_LBH/c","C4","",""
"ABv1","AB_LBH","AB_LBH/c","B5","",""
"ABv1","AB_LBH","AB_LBH/c","C5","",""
"ABv1","AB_LBH","AB_LBH/d","C3","",""
"ABv1","AB_LBH","AB_LBH/d","C4","",""
"ABv1","AB_LBH","AB_LBH/d","D4","",""
"ABv1","AB_LBH","AB_LBH/d","C5","",""
